Año,Mes,País destino,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,Latitud - Longitud
2019,Agosto,Venezuela,862,89,138,,227,"(8.36068,-72.409396)"
2019,Agosto,Vietnam,704,6,1,,7,"(4.697144,-74.140516)"
2019,Agosto,Islas Vírgenes Estadounidenses/Territorio de Estados Unidos,99999,1,0,,1,"(3.541112,-76.384584)"
2019,Agosto,Zambia,99999,1,0,,1,"(4.697144,-74.140516)"
2019,Septiembre,Afganistán,4,0,1,,1,"(3.541112,-76.384584)"
2019,Septiembre,Afganistán,4,5,7,,12,"(4.697144,-74.140516)"
2019,Septiembre,Afganistán,4,0,1,,1,"(6.171601,-75.427454)"
2019,Septiembre,Albania,8,1,1,,2,"(4.697144,-74.140516)"
2019,Septiembre,Alemania,276,12,11,,23,"(10.445761,-75.516429)"
2019,Septiembre,Alemania,276,9,16,,25,"(10.886611,-74.776708)"
2019,Septiembre,Alemania,276,66,46,,112,"(3.541112,-76.384584)"
2019,Septiembre,Alemania,276,2763,2578,,5341,"(4.697144,-74.140516)"
2019,Septiembre,Alemania,276,5,1,,6,"(4.815061,-75.736532)"
2019,Septiembre,Alemania,276,104,95,,199,"(6.171601,-75.427454)"
2019,Septiembre,Alemania,276,1,2,,3,"(7.128456,-73.183637)"
2019,Septiembre,Andorra,20,1,1,,2,"(4.697144,-74.140516)"
2019,Septiembre,Angola,24,0,1,,1,"(10.886611,-74.776708)"
2019,Septiembre,Angola,24,1,2,,3,"(4.697144,-74.140516)"
2019,Septiembre,Antigua y Barbuda,28,1,1,,2,"(4.697144,-74.140516)"
2019,Septiembre,Antigua y Barbuda,28,0,1,,1,"(7.128456,-73.183637)"
2019,Septiembre,Países Bajos,528,157,106,,263,"(10.445761,-75.516429)"
2019,Septiembre,Países Bajos,528,18,10,,28,"(10.886611,-74.776708)"
2019,Septiembre,Países Bajos,528,75,40,,115,"(3.541112,-76.384584)"
2019,Septiembre,Países Bajos,528,944,821,,1765,"(4.697144,-74.140516)"
2019,Septiembre,Países Bajos,528,1,3,,4,"(4.815061,-75.736532)"
2019,Septiembre,Países Bajos,528,94,62,,156,"(6.171601,-75.427454)"
2019,Septiembre,Países Bajos,528,1,1,,2,"(7.128456,-73.183637)"
2019,Septiembre,Arabia Saudita,682,1,2,,3,"(3.541112,-76.384584)"
2019,Septiembre,Arabia Saudita,682,8,28,,36,"(4.697144,-74.140516)"
2019,Septiembre,Arabia Saudita,682,1,0,,1,"(4.815061,-75.736532)"
2019,Septiembre,Arabia Saudita,682,2,2,,4,"(6.171601,-75.427454)"
2019,Septiembre,Arabia Saudita,682,0,1,,1,"(7.128456,-73.183637)"
2019,Septiembre,Argelia,12,2,5,,7,"(4.697144,-74.140516)"
2019,Septiembre,Argentina,32,12,9,,21,"(0.814836,-77.662532)"
2019,Septiembre,Argentina,32,17,17,,34,"(10.445761,-75.516429)"
2019,Septiembre,Argentina,32,32,33,,65,"(10.886611,-74.776708)"
2019,Septiembre,Argentina,32,0,2,,2,"(12.586067,-81.702563)"
2019,Septiembre,Argentina,32,152,139,,291,"(3.541112,-76.384584)"
2019,Septiembre,Argentina,32,2429,2420,,4849,"(4.697144,-74.140516)"
2019,Septiembre,Argentina,32,21,29,,50,"(4.815061,-75.736532)"
2019,Septiembre,Argentina,32,145,164,,309,"(6.171601,-75.427454)"
2019,Septiembre,Argentina,32,3,0,,3,"(7.128456,-73.183637)"
2019,Septiembre,República de Armenia,51,0,2,,2,"(4.697144,-74.140516)"
2019,Septiembre,Aruba,533,2740,1588,,4328,"(10.408582,-75.538003)"
2019,Septiembre,Aruba,533,4,2,,6,"(10.445761,-75.516429)"
2019,Septiembre,Aruba,533,18,16,,34,"(10.886611,-74.776708)"
2019,Septiembre,Aruba,533,29,25,,54,"(11.528919,-72.919681)"
2019,Septiembre,Aruba,533,26,22,,48,"(3.541112,-76.384584)"
2019,Septiembre,Aruba,533,1393,1134,,2527,"(4.697144,-74.140516)"
2019,Septiembre,Aruba,533,22,19,,41,"(4.815061,-75.736532)"
2019,Septiembre,Aruba,533,2,2,,4,"(6.17134,-75.427194)"
2019,Septiembre,Aruba,533,49,34,,83,"(6.171601,-75.427454)"
2019,Septiembre,Aruba,533,24,40,,64,"(7.128456,-73.183637)"
2019,Septiembre,Australia,36,1,1,,2,"(10.445761,-75.516429)"
2019,Septiembre,Australia,36,9,8,,17,"(3.541112,-76.384584)"
2019,Septiembre,Australia,36,518,364,,882,"(4.697144,-74.140516)"
2019,Septiembre,Australia,36,13,7,,20,"(6.171601,-75.427454)"
2019,Septiembre,Australia,36,1,0,,1,"(7.128456,-73.183637)"
2019,Septiembre,Austria,40,4,1,,5,"(3.541112,-76.384584)"
2019,Septiembre,Austria,40,50,39,,89,"(4.697144,-74.140516)"
2019,Septiembre,Austria,40,1,0,,1,"(4.815061,-75.736532)"
2019,Septiembre,Austria,40,8,7,,15,"(6.171601,-75.427454)"
2019,Septiembre,Azerbaiyán,31,3,1,,4,"(4.697144,-74.140516)"
2019,Septiembre,Bahamas,44,0,1,,1,"(10.445761,-75.516429)"
2019,Septiembre,Bahamas,44,1,1,,2,"(10.886611,-74.776708)"
2019,Septiembre,Bahamas,44,13,6,,19,"(3.541112,-76.384584)"
2019,Septiembre,Bahamas,44,12,14,,26,"(4.697144,-74.140516)"
2019,Septiembre,Bahamas,44,5,2,,7,"(4.815061,-75.736532)"
2019,Septiembre,Bahamas,44,20,12,,32,"(6.171601,-75.427454)"
2019,Septiembre,Bahréin,48,0,1,,1,"(10.445761,-75.516429)"
2019,Septiembre,Bahréin,48,1,0,,1,"(10.886611,-74.776708)"
2019,Septiembre,Bahréin,48,2,0,,2,"(3.541112,-76.384584)"
2019,Septiembre,Bahréin,48,3,1,,4,"(4.697144,-74.140516)"
2019,Septiembre,Bahréin,48,3,1,,4,"(6.171601,-75.427454)"
2019,Septiembre,Bangladesh,50,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,Barbados,52,0,3,,3,"(3.541112,-76.384584)"
2019,Septiembre,Barbados,52,7,4,,11,"(4.697144,-74.140516)"
2019,Septiembre,Barbados,52,0,3,,3,"(6.171601,-75.427454)"
2019,Septiembre,República de Belarús,112,1,0,,1,"(11.360009,-72.129330)"
2019,Septiembre,República de Belarús,112,1,0,,1,"(4.697144,-74.140516)"
2019,Septiembre,Bélgica,56,1,1,,2,"(10.445761,-75.516429)"
2019,Septiembre,Bélgica,56,11,4,,15,"(10.886611,-74.776708)"
2019,Septiembre,Bélgica,56,18,11,,29,"(3.541112,-76.384584)"
2019,Septiembre,Bélgica,56,128,97,,225,"(4.697144,-74.140516)"
2019,Septiembre,Bélgica,56,34,30,,64,"(6.171601,-75.427454)"
2019,Septiembre,Belice,84,0,2,,2,"(3.541112,-76.384584)"
2019,Septiembre,Belice,84,7,11,,18,"(4.697144,-74.140516)"
2019,Septiembre,Belice,84,0,1,,1,"(4.815061,-75.736532)"
2019,Septiembre,Belice,84,1,0,,1,"(6.171601,-75.427454)"
2019,Septiembre,Benín,204,1,0,,1,"(4.697144,-74.140516)"
2019,Septiembre,Bermudas/Territorio Británico de Ultramar,60,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,Bermudas/Territorio Británico de Ultramar,60,0,1,,1,"(6.171601,-75.427454)"
2019,Septiembre,Bolivia,68,2,4,,6,"(0.814836,-77.662532)"
2019,Septiembre,Bolivia,68,1,1,,2,"(10.886611,-74.776708)"
2019,Septiembre,Bolivia,68,23,31,,54,"(3.541112,-76.384584)"
2019,Septiembre,Bolivia,68,411,673,,1084,"(4.697144,-74.140516)"
2019,Septiembre,Bolivia,68,5,7,,12,"(4.815061,-75.736532)"
2019,Septiembre,Bolivia,68,22,30,,52,"(6.171601,-75.427454)"
2019,Septiembre,Bolivia,68,0,1,,1,"(7.128456,-73.183637)"
2019,Septiembre,Bosnia y Herzegovina,70,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,Brasil,76,129,235,,364,"(-4.197703,-69.941278)"
2019,Septiembre,Brasil,76,9,24,,33,"(-4.223468,-69.945098)"
2019,Septiembre,Brasil,76,0,3,,3,"(0.814836,-77.662532)"
2019,Septiembre,Brasil,76,0,1,,1,"(10.408582,-75.538003)"
2019,Septiembre,Brasil,76,15,10,,25,"(10.445761,-75.516429)"
2019,Septiembre,Brasil,76,6,18,,24,"(10.886611,-74.776708)"
2019,Septiembre,Brasil,76,149,179,,328,"(3.541112,-76.384584)"
2019,Septiembre,Brasil,76,3015,4110,,7125,"(4.697144,-74.140516)"
2019,Septiembre,Brasil,76,27,37,,64,"(4.815061,-75.736532)"
2019,Septiembre,Brasil,76,148,222,,370,"(6.171601,-75.427454)"
2019,Septiembre,Brasil,76,7,6,,13,"(7.128456,-73.183637)"
2019,Septiembre,Bulgaria,100,3,1,,4,"(4.697144,-74.140516)"
2019,Septiembre,Burundi,108,1,0,,1,"(4.697144,-74.140516)"
2019,Septiembre,Cabo Verde,132,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,Islas Caimán/Territorio Británico de Ultramar,136,5,3,,8,"(12.586067,-81.702563)"
2019,Septiembre,Islas Caimán/Territorio Británico de Ultramar,136,1,2,,3,"(4.697144,-74.140516)"
2019,Septiembre,Islas Caimán/Territorio Británico de Ultramar,136,1,0,,1,"(6.171601,-75.427454)"
2019,Septiembre,Camboya,116,1,1,,2,"(4.697144,-74.140516)"
2019,Septiembre,Camerún,120,1,2,,3,"(6.171601,-75.427454)"
2019,Septiembre,Canadá,124,31,32,,63,"(10.445761,-75.516429)"
2019,Septiembre,Canadá,124,61,42,,103,"(10.886611,-74.776708)"
2019,Septiembre,Canadá,124,0,1,,1,"(12.586067,-81.702563)"
2019,Septiembre,Canadá,124,123,100,,223,"(3.541112,-76.384584)"
2019,Septiembre,Canadá,124,1,0,,1,"(4.452882,-75.766298)"
2019,Septiembre,Canadá,124,2792,2254,,5046,"(4.697144,-74.140516)"
2019,Septiembre,Canadá,124,22,20,,42,"(4.815061,-75.736532)"
2019,Septiembre,Canadá,124,268,279,,547,"(6.171601,-75.427454)"
2019,Septiembre,Canadá,124,12,13,,25,"(7.128456,-73.183637)"
2019,Septiembre,Chad,148,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,España,724,0,3,,3,"(10.408582,-75.538003)"
2019,Septiembre,España,724,44,30,,74,"(10.445761,-75.516429)"
2019,Septiembre,España,724,71,46,,117,"(10.886611,-74.776708)"
2019,Septiembre,España,724,0,3,,3,"(12.586067,-81.702563)"
2019,Septiembre,España,724,3407,2327,,5734,"(3.541112,-76.384584)"
2019,Septiembre,España,724,19332,14243,,33575,"(4.697144,-74.140516)"
2019,Septiembre,España,724,86,51,,137,"(4.815061,-75.736532)"
2019,Septiembre,España,724,4489,3031,,7520,"(6.171601,-75.427454)"
2019,Septiembre,España,724,8,9,,17,"(7.128456,-73.183637)"
2019,Septiembre,Colombia,170,457,1120,,1577,"(4.697144,-74.140516)"
2019,Septiembre,República Del Congo,178,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,República de Corea,410,2,2,,4,"(3.541112,-76.384584)"
2019,Septiembre,República de Corea,410,40,47,,87,"(4.697144,-74.140516)"
2019,Septiembre,República de Corea,410,1,3,,4,"(6.171601,-75.427454)"
2019,Septiembre,Costa de Marfil,384,1,2,,3,"(4.697144,-74.140516)"
2019,Septiembre,Costa de Marfil,384,0,1,,1,"(6.171601,-75.427454)"
2019,Septiembre,Costa Rica,188,15,20,,35,"(10.445761,-75.516429)"
2019,Septiembre,Costa Rica,188,17,21,,38,"(10.886611,-74.776708)"
2019,Septiembre,Costa Rica,188,3,26,,29,"(12.5744111,-81.703935)"
2019,Septiembre,Costa Rica,188,7,2,,9,"(12.586067,-81.702563)"
2019,Septiembre,Costa Rica,188,48,57,,105,"(3.541112,-76.384584)"
2019,Septiembre,Costa Rica,188,1073,1266,,2339,"(4.697144,-74.140516)"
2019,Septiembre,Costa Rica,188,21,11,,32,"(4.815061,-75.736532)"
2019,Septiembre,Costa Rica,188,118,104,,222,"(6.171601,-75.427454)"
2019,Septiembre,Costa Rica,188,3,3,,6,"(7.128456,-73.183637)"
2019,Septiembre,Croacia,191,0,1,,1,"(3.541112,-76.384584)"
2019,Septiembre,Croacia,191,14,11,,25,"(4.697144,-74.140516)"
2019,Septiembre,Croacia,191,2,1,,3,"(6.171601,-75.427454)"
2019,Septiembre,Cuba,192,7,10,,17,"(10.445761,-75.516429)"
2019,Septiembre,Cuba,192,26,12,,38,"(10.886611,-74.776708)"
2019,Septiembre,Cuba,192,0,1,,1,"(12.586067,-81.702563)"
2019,Septiembre,Cuba,192,50,54,,104,"(3.541112,-76.384584)"
2019,Septiembre,Cuba,192,1249,1075,,2324,"(4.697144,-74.140516)"
2019,Septiembre,Cuba,192,26,17,,43,"(4.815061,-75.736532)"
2019,Septiembre,Cuba,192,167,102,,269,"(6.171601,-75.427454)"
2019,Septiembre,Cuba,192,15,11,,26,"(7.128456,-73.183637)"
2019,Septiembre,Curazao,99999,1,1,,2,"(10.445761,-75.516429)"
2019,Septiembre,Curazao,99999,1,0,,1,"(10.886611,-74.776708)"
2019,Septiembre,Curazao,99999,6,2,,8,"(3.541112,-76.384584)"
2019,Septiembre,Curazao,99999,1339,1085,,2424,"(4.697144,-74.140516)"
2019,Septiembre,Curazao,99999,4,3,,7,"(4.815061,-75.736532)"
2019,Septiembre,Curazao,99999,12,8,,20,"(6.171601,-75.427454)"
2019,Septiembre,República Checa,203,0,2,,2,"(10.445761,-75.516429)"
2019,Septiembre,República Checa,203,21,16,,37,"(4.697144,-74.140516)"
2019,Septiembre,República Checa,203,1,4,,5,"(6.171601,-75.427454)"
2019,Septiembre,Chile,152,1,2,,3,"(0.25129,-76.875963)"
2019,Septiembre,Chile,152,76,69,,145,"(0.814836,-77.662532)"
2019,Septiembre,Chile,152,1,0,,1,"(1.813928,-78.763924)"
2019,Septiembre,Chile,152,22,17,,39,"(10.445761,-75.516429)"
2019,Septiembre,Chile,152,43,34,,77,"(10.886611,-74.776708)"
2019,Septiembre,Chile,152,451,297,,748,"(3.541112,-76.384584)"
2019,Septiembre,Chile,152,4924,4543,,9467,"(4.697144,-74.140516)"
2019,Septiembre,Chile,152,66,47,,113,"(4.815061,-75.736532)"
2019,Septiembre,Chile,152,186,145,,331,"(6.171601,-75.427454)"
2019,Septiembre,Chile,152,4,3,,7,"(7.128456,-73.183637)"
2019,Septiembre,China,156,2,2,,4,"(10.445761,-75.516429)"
2019,Septiembre,China,156,2,7,,9,"(10.886611,-74.776708)"
2019,Septiembre,China,156,7,14,,21,"(3.541112,-76.384584)"
2019,Septiembre,China,156,202,364,,566,"(4.697144,-74.140516)"
2019,Septiembre,China,156,1,0,,1,"(4.815061,-75.736532)"
2019,Septiembre,China,156,24,60,,84,"(6.171601,-75.427454)"
2019,Septiembre,Chipre,196,1,0,,1,"(3.541112,-76.384584)"
2019,Septiembre,Chipre,196,1,1,,2,"(4.697144,-74.140516)"
2019,Septiembre,Chipre,196,1,1,,2,"(6.171601,-75.427454)"
2019,Septiembre,Dinamarca,208,2,0,,2,"(10.445761,-75.516429)"
2019,Septiembre,Dinamarca,208,3,0,,3,"(10.886611,-74.776708)"
2019,Septiembre,Dinamarca,208,1,2,,3,"(3.541112,-76.384584)"
2019,Septiembre,Dinamarca,208,50,34,,84,"(4.697144,-74.140516)"
2019,Septiembre,Dinamarca,208,2,0,,2,"(4.815061,-75.736532)"
2019,Septiembre,Dinamarca,208,6,5,,11,"(6.171601,-75.427454)"
2019,Septiembre,Dinamarca,208,1,0,,1,"(7.128456,-73.183637)"
2019,Septiembre,Ecuador,218,2,0,,2,"(-0.193180,-74.784874)"
2019,Septiembre,Ecuador,218,540,819,,1359,"(0.25129,-76.875963)"
2019,Septiembre,Ecuador,218,19,25,,44,"(0.812436,-77.847006)"
2019,Septiembre,Ecuador,218,4360,5284,,9644,"(0.814836,-77.662532)"
2019,Septiembre,Ecuador,218,135,148,,283,"(1.813928,-78.763924)"
2019,Septiembre,Ecuador,218,0,10,,10,"(10.408582,-75.538003)"
2019,Septiembre,Ecuador,218,3,10,,13,"(10.445761,-75.516429)"
2019,Septiembre,Ecuador,218,8,23,,31,"(10.886611,-74.776708)"
2019,Septiembre,Ecuador,218,2,1,,3,"(12.586067,-81.702563)"
2019,Septiembre,Ecuador,218,304,381,,685,"(3.541112,-76.384584)"
2019,Septiembre,Ecuador,218,2853,4432,,7285,"(4.697144,-74.140516)"
2019,Septiembre,Ecuador,218,2,4,,6,"(4.815061,-75.736532)"
2019,Septiembre,Ecuador,218,17,85,,102,"(6.171601,-75.427454)"
2019,Septiembre,Ecuador,218,0,1,,1,"(7.128456,-73.183637)"
2019,Septiembre,Egipto,818,28,21,,49,"(4.697144,-74.140516)"
2019,Septiembre,Egipto,818,3,2,,5,"(6.171601,-75.427454)"
2019,Septiembre,El Salvador,222,0,1,,1,"(10.445761,-75.516429)"
2019,Septiembre,El Salvador,222,1,4,,5,"(10.886611,-74.776708)"
2019,Septiembre,El Salvador,222,7,11,,18,"(3.541112,-76.384584)"
2019,Septiembre,El Salvador,222,1050,1379,,2429,"(4.697144,-74.140516)"
2019,Septiembre,El Salvador,222,0,1,,1,"(4.815061,-75.736532)"
2019,Septiembre,El Salvador,222,23,23,,46,"(6.171601,-75.427454)"
2019,Septiembre,Emiratos Árabes,784,6,3,,9,"(10.445761,-75.516429)"
2019,Septiembre,Emiratos Árabes,784,4,2,,6,"(3.541112,-76.384584)"
2019,Septiembre,Emiratos Árabes,784,159,180,,339,"(4.697144,-74.140516)"
2019,Septiembre,Emiratos Árabes,784,3,2,,5,"(4.815061,-75.736532)"
2019,Septiembre,Emiratos Árabes,784,12,7,,19,"(6.171601,-75.427454)"
2019,Septiembre,Eslovaquia,703,2,0,,2,"(10.886611,-74.776708)"
2019,Septiembre,Eslovaquia,703,1,0,,1,"(4.697144,-74.140516)"
2019,Septiembre,Eslovaquia,703,1,0,,1,"(6.171601,-75.427454)"
2019,Septiembre,Eslovenia,705,2,1,,3,"(4.697144,-74.140516)"
2019,Septiembre,Estados Unidos de América,840,2789,2298,,5087,"(10.445761,-75.516429)"
2019,Septiembre,Estados Unidos de América,840,2611,2239,,4850,"(10.886611,-74.776708)"
2019,Septiembre,Estados Unidos de América,840,2,7,,9,"(11.117806,-74.232622)"
2019,Septiembre,Estados Unidos de América,840,32,27,,59,"(12.586067,-81.702563)"
2019,Septiembre,Estados Unidos de América,840,6615,4907,,11522,"(3.541112,-76.384584)"
2019,Septiembre,Estados Unidos de América,840,805,683,,1488,"(4.452882,-75.766298)"
2019,Septiembre,Estados Unidos de América,840,32493,28794,,61287,"(4.697144,-74.140516)"
2019,Septiembre,Estados Unidos de América,840,1217,854,,2071,"(4.815061,-75.736532)"
2019,Septiembre,Estados Unidos de América,840,9891,7761,,17652,"(6.171601,-75.427454)"
2019,Septiembre,Estados Unidos de América,840,234,157,,391,"(7.128456,-73.183637)"
2019,Septiembre,Estonia,233,2,1,,3,"(4.697144,-74.140516)"
2019,Septiembre,Islas Fiji,99999,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,Filipinas,608,1,0,,1,"(10.445761,-75.516429)"
2019,Septiembre,Filipinas,608,4,4,,8,"(4.697144,-74.140516)"
2019,Septiembre,Filipinas,608,0,1,,1,"(6.171601,-75.427454)"
2019,Septiembre,Finlandia,246,1,0,,1,"(10.445761,-75.516429)"
2019,Septiembre,Finlandia,246,1,1,,2,"(3.541112,-76.384584)"
2019,Septiembre,Finlandia,246,14,17,,31,"(4.697144,-74.140516)"
2019,Septiembre,Finlandia,246,2,3,,5,"(6.171601,-75.427454)"
2019,Septiembre,Francia,250,20,9,,29,"(10.445761,-75.516429)"
2019,Septiembre,Francia,250,15,9,,24,"(10.886611,-74.776708)"
2019,Septiembre,Francia,250,0,1,,1,"(12.586067,-81.702563)"
2019,Septiembre,Francia,250,148,99,,247,"(3.541112,-76.384584)"
2019,Septiembre,Francia,250,2784,2092,,4876,"(4.697144,-74.140516)"
2019,Septiembre,Francia,250,12,13,,25,"(4.815061,-75.736532)"
2019,Septiembre,Francia,250,197,99,,296,"(6.171601,-75.427454)"
2019,Septiembre,Francia,250,1,1,,2,"(7.128456,-73.183637)"
2019,Septiembre,Gabón,266,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,Ghana,288,0,2,,2,"(4.697144,-74.140516)"
2019,Septiembre,Grecia,300,1,1,,2,"(10.445761,-75.516429)"
2019,Septiembre,Grecia,300,2,0,,2,"(10.886611,-74.776708)"
2019,Septiembre,Grecia,300,82,52,,134,"(4.697144,-74.140516)"
2019,Septiembre,Grecia,300,7,7,,14,"(6.171601,-75.427454)"
2019,Septiembre,Guatemala,320,0,3,,3,"(10.445761,-75.516429)"
2019,Septiembre,Guatemala,320,8,9,,17,"(10.886611,-74.776708)"
2019,Septiembre,Guatemala,320,33,54,,87,"(3.541112,-76.384584)"
2019,Septiembre,Guatemala,320,534,826,,1360,"(4.697144,-74.140516)"
2019,Septiembre,Guatemala,320,14,13,,27,"(4.815061,-75.736532)"
2019,Septiembre,Guatemala,320,69,81,,150,"(6.171601,-75.427454)"
2019,Septiembre,Guatemala,320,6,7,,13,"(7.128456,-73.183637)"
2019,Septiembre,Guyana,328,1,0,,1,"(10.445761,-75.516429)"
2019,Septiembre,Guyana,328,1,3,,4,"(10.886611,-74.776708)"
2019,Septiembre,Guyana,328,0,1,,1,"(3.541112,-76.384584)"
2019,Septiembre,Guyana,328,3,5,,8,"(4.697144,-74.140516)"
2019,Septiembre,Guyana,328,1,0,,1,"(4.815061,-75.736532)"
2019,Septiembre,Guyana,328,1,1,,2,"(6.171601,-75.427454)"
2019,Septiembre,Guinea Ecuatorial,226,1,0,,1,"(3.541112,-76.384584)"
2019,Septiembre,Guinea Ecuatorial,226,1,2,,3,"(4.697144,-74.140516)"
2019,Septiembre,Guinea Ecuatorial,226,1,1,,2,"(6.171601,-75.427454)"
2019,Septiembre,Guinea Bissau,624,0,2,,2,"(4.697144,-74.140516)"
2019,Septiembre,Guadalupe/Territorio Francés,99999,0,1,,1,"(4.697144,-74.140516)"
2019,Septiembre,Guadalupe/Territorio Francés,99999,2,0,,2,"(6.171601,-75.427454)"
2019,Septiembre,Guayana Francesa/Departamento de Ultramar Francés,254,2,0,,2,"(4.697144,-74.140516)"
2019,Septiembre,Haití,332,0,1,,1,"(3.541112,-76.384584)"
2019,Septiembre,Haití,332,0,9,,9,"(4.697144,-74.140516)"
2019,Septiembre,Haití,332,2,2,,4,"(6.171601,-75.427454)"
2019,Septiembre,Honduras,340,0,26,,26,"(10.408582,-75.538003)"
2019,Septiembre,Honduras,340,1,2,,3,"(10.445761,-75.516429)"
2019,Septiembre,Honduras,340,4,15,,19,"(10.886611,-74.776708)"
2019,Septiembre,Honduras,340,1,0,,1,"(12.586067,-81.702563)"
2019,Septiembre,Honduras,340,6,22,,28,"(3.541112,-76.384584)"
2019,Septiembre,Honduras,340,100,167,,267,"(4.697144,-74.140516)"
2019,Septiembre,Honduras,340,5,3,,8,"(4.815061,-75.736532)"
2019,Septiembre,Honduras,340,20,45,,65,"(6.171601,-75.427454)"
2019,Septiembre,Honduras,340,3,8,,11,"(7.128456,-73.183637)"
2019,Septiembre,Hong Kong,344,1,1,,2,"(10.886611,-74.776708)"
2019,Septiembre,Hong Kong,344,1,4,,5,"(3.541112,-76.384584)"
2019,Septiembre,Hong Kong,344,15,18,,33,"(4.697144,-74.140516)"
2019,Septiembre,Hong Kong,344,1,2,,3,"(6.171601,-75.427454)"
2019,Septiembre,Hungría,348,1,0,,1,"(3.541112,-76.384584)"
2019,Septiembre,Hungría,348,19,10,,29,"(4.697144,-74.140516)"
2019,Septiembre,Hungría,348,1,0,,1,"(6.171601,-75.427454)"
2019,Septiembre,India,356,2,0,,2,"(10.886611,-74.776708)"
2019,Septiembre,India,356,4,3,,7,"(3.541112,-76.384584)"
2019,Septiembre,India,356,68,46,,114,"(4.697144,-74.140516)"
2019,Septiembre,India,356,2,1,,3,"(4.815061,-75.736532)"
2019,Septiembre,India,356,15,6,,21,"(6.171601,-75.427454)"
2019,Septiembre,Indonesia,360,1,0,,1,"(3.541112,-76.384584)"
2019,Septiembre,Indonesia,360,4,6,,10,"(4.697144,-74.140516)"
2019,Septiembre,Indonesia,360,0,1,,1,"(6.171601,-75.427454)"
2019,Septiembre,Iraq,368,0,4,,4,"(4.697144,-74.140516)"
2019,Septiembre,Irán,364,3,1,,4,"(4.697144,-74.140516)"
2019,Septiembre,República de Irlanda,826,1,1,,2,"(10.445761,-75.516429)"
2019,Septiembre,República de Irlanda,826,1,1,,2,"(10.886611,-74.776708)"
2019,Septiembre,República de Irlanda,826,2,1,,3,"(3.541112,-76.384584)"
2019,Septiembre,República de Irlanda,826,26,20,,46,"(4.697144,-74.140516)"
2019,Septiembre,Islandia,352,1,1,,2,"(10.445761,-75.516429)"
2019,Septiembre,Islandia,352,2,0,,2,"(3.541112,-76.384584)"
2019,Septiembre,Islandia,352,1,2,,3,"(4.697144,-74.140516)"
2019,Septiembre,Islandia,352,0,1,,1,"(4.815061,-75.736532)"
2019,Septiembre,Islandia,352,5,3,,8,"(6.171601,-75.427454)"
2019,Septiembre,Israel,376,1,0,,1,"(10.445761,-75.516429)"
2019,Septiembre,Israel,376,4,0,,4,"(10.886611,-74.776708)"
2019,Septiembre,Israel,376,9,4,,13,"(3.541112,-76.384584)"
2019,Septiembre,Israel,376,226,143,,369,"(4.697144,-74.140516)"
2019,Septiembre,Israel,376,41,23,,64,"(6.171601,-75.427454)"
2019,Septiembre,Israel,376,1,0,,1,"(7.128456,-73.183637)"
2019,Septiembre,Italia,380,24,15,,39,"(10.445761,-75.516429)"
2019,Septiembre,Italia,380,19,12,,31,"(10.886611,-74.776708)"
2019,Septiembre,Italia,380,157,84,,241,"(3.541112,-76.384584)"
2019,Septiembre,Italia,380,0,1,,1,"(4.452882,-75.766298)"
2019,Septiembre,Italia,380,964,703,,1667,"(4.697144,-74.140516)"
2019,Septiembre,Italia,380,7,2,,9,"(4.815061,-75.736532)"
2019,Septiembre,Italia,380,194,121,,315,"(6.171601,-75.427454)"
2019,Septiembre,Italia,380,2,1,,3,"(7.128456,-73.183637)"
2019,Septiembre,Jamaica,388,1,0,,1,"(10.408582,-75.538003)"
2019,Septiembre,Jamaica,388,2,1,,3,"(10.445761,-75.516429)"
2019,Septiembre,Jamaica,388,3,2,,5,"(10.886611,-74.776708)"
2019,Septiembre,Jamaica,388,2,2,,4,"(12.586067,-81.702563)"
2019,Septiembre,Jamaica,388,10,6,,16,"(3.541112,-76.384584)"
2019,Septiembre,Jamaica,388,52,53,,105,"(4.697144,-74.140516)"
2019,Septiembre,Jamaica,388,0,3,,3,"(4.815061,-75.736532)"
2019,Septiembre,Jamaica,388,13,11,,24,"(6.171601,-75.427454)"
2019,Septiembre,Jamaica,388,2,1,,3,"(7.128456,-73.183637)"
2019,Septiembre,Japón,392,1,0,,1,"(10.445761,-75.516429)"
2019,Septiembre,Japón,392,2,0,,2,"(3.541112,-76.384584)"
2019,Septiembre,Japón,392,127,113,,240,"(4.697144,-74.140516)"
2019,Septiembre,Japón,392,1,0,,1,"(4.815061,-75.736532)"
2019,Septiembre,Japón,392,17,18,,35,"(6.171601,-75.427454)"
2019,Septiembre,Jordania,400,2,3,,5,"(4.697144,-74.140516)"
2019,Septiembre,Kazajistán,398,3,4,,7,"(4.697144,-74.140516)"
2019,Septiembre,Kazajistán,398,1,1,,2,"(6.171601,-75.427454)"
2019,Septiembre,Kenia,404,5,8,,13,"(4.697144,-74.140516)"
2019,Septiembre,Kenia,404,0,1,,1,"(6.171601,-75.427454)"
